Molecule1_KEGG,Molecule2_KEGG,USRCAT_Score
C00199,C03878,0.2261
C00117,C03878,0.2621
C00279,C03878,0.2625
C04442,C03878,0.1983
C00227,C03878,0.2093
C00010,C03878,0.081
C00158,C03878,0.2403
C00451,C03878,0.2351
C00026,C03878,0.2232
C00042,C03878,0.2173
C00122,C03878,0.2181
C00149,C03878,0.2195
C00036,C03878,0.2199
C00048,C03878,0.1674
C00003,C03878,0.0611
C00006,C03878,0.0597
C00020,C03878,0.116
C00008,C03878,0.0943
C00002,C03878,0.0794
C00144,C03878,0.1138
C00035,C03878,0.0918
C00044,C03878,0.0778
C00055,C03878,0.1242
C00112,C03878,0.0966
C00063,C03878,0.0789
C00105,C03878,0.1267
C00015,C03878,0.0984
C00075,C03878,0.0792
C00130,C03878,0.1493
C00575,C03878,0.1294
C00942,C03878,0.1276
C00119,C03878,0.157
C00166,C03878,0.1313
C00352,C03878,0.2406
C00092,C00864,0.2044
C05345,C00864,0.2155
C00354,C00864,0.2071
C00111,C00864,0.1832
C00029,C00864,0.0645
C01159,C00864,0.1752
C00197,C00864,0.1698
C00631,C00864,0.1451
C00074,C00864,0.1706
C00022,C00864,0.1247
C00345,C00864,0.2347
C00199,C00864,0.2195
C00117,C00864,0.1947
C00279,C00864,0.1764
C04442,C00864,0.2853
C00227,C00864,0.1362
C00010,C00864,0.0999
C00158,C00864,0.1918
C00451,C00864,0.1805
C00026,C00864,0.1861
C00042,C00864,0.1688
C00122,C00864,0.1658
C00149,C00864,0.1584
C00036,C00864,0.1585
C00048,C00864,0.1187
C00003,C00864,0.0644
C00006,C00864,0.0621
C00020,C00864,0.1302
C00008,C00864,0.1019
C00002,C00864,0.085
C00144,C00864,0.1315
C00035,C00864,0.1018
C00044,C00864,0.0852
C00055,C00864,0.156
C00112,C00864,0.1125
C00063,C00864,0.0889
C00105,C00864,0.1516
C00015,C00864,0.1133
C00075,C00864,0.0885
C00130,C00864,0.1404
C00575,C00864,0.146
C00942,C00864,0.1389
C00119,C00864,0.1814
C00166,C00864,0.1379
C00352,C00864,0.2008
C03878,C00864,0.1895
C00092,C00155,0.2178
C05345,C00155,0.2099
C00354,C00155,0.1594
C00111,C00155,0.2763
C00029,C00155,0.0578
C01159,C00155,0.2498
C00197,C00155,0.2556
C00631,C00155,0.2572
C00074,C00155,0.3483
C00022,C00155,0.2069
C00345,C00155,0.1901
C00199,C00155,0.2061
C00117,C00155,0.2196
C00279,C00155,0.2576
C04442,C00155,0.1788
C00227,C00155,0.2685
C00010,C00155,0.076
C00158,C00155,0.303
C00451,C00155,0.3243
C00026,C00155,0.2951
C00042,C00155,0.318
C00122,C00155,0.3114
C00149,C00155,0.3746
C00036,C00155,0.3224
C00048,C00155,0.2105
C00003,C00155,0.058
C00006,C00155,0.0561
C00020,C00155,0.1052
C00008,C00155,0.0869
C00002,C00155,0.0734
C00144,C00155,0.1075
C00035,C00155,0.0874
C00044,C00155,0.0739
C00055,C00155,0.1058
C00112,C00155,0.0847
C00063,C00155,0.0701
C00105,C00155,0.1052
C00015,C00155,0.0851
C00075,C00155,0.0699
C00130,C00155,0.1424
C00575,C00155,0.1177
C00942,C00155,0.1219
C00119,C00155,0.134
C00166,C00155,0.1541
C00352,C00155,0.2181
C03878,C00155,0.2433
C00864,C00155,0.186
C00092,C00037,0.1995
C05345,C00037,0.1979
C00354,C00037,0.1514
C00111,C00037,0.2364
C00029,C00037,0.0516
C01159,C00037,0.2416
C00197,C00037,0.2656
C00631,C00037,0.3146
C00074,C00037,0.2418
C00022,C00037,0.3621
C00345,C00037,0.1726
C00199,C00037,0.1919
C00117,C00037,0.2153
C00279,C00037,0.2589
C04442,C00037,0.1386
C00227,C00037,0.3012
C00010,C00037,0.0605
C00158,C00037,0.2219
C00451,C00037,0.2234
C00026,C00037,0.2168
C00042,C00037,0.2907
C00122,C00037,0.2818
C00149,C00037,0.2762
C00036,C00037,0.2837
C00048,C00037,0.5322
C00003,C00037,0.0502
C00006,C00037,0.0489
C00020,C00037,0.1016
C00008,C00037,0.0844
C00002,C00037,0.0718
C00144,C00037,0.103
C00035,C00037,0.0851
C00044,C00037,0.0721
C00055,C00037,0.0905
C00112,C00037,0.0745
C00063,C00037,0.0633
C00105,C00037,0.0911
C00015,C00037,0.075
C00075,C00037,0.0631
C00130,C00037,0.139
C00575,C00037,0.1165
C00942,C00037,0.1166
C00119,C00037,0.1318
C00166,C00037,0.1375
C00352,C00037,0.2072
C03878,C00037,0.1727
C00864,C00037,0.1213
C00155,C00037,0.2205
C00092,C00065,0.2336
C05345,C00065,0.2354
C00354,C00065,0.1731
C00111,C00065,0.2823
C00029,C00065,0.0533
C01159,C00065,0.2936
C00197,C00065,0.3156
C00631,C00065,0.3684
C00074,C00065,0.2752
C00022,C00065,0.2846
C00345,C00065,0.193
C00199,C00065,0.2242
C00117,C00065,0.2651
C00279,C00065,0.2943
C04442,C00065,0.1527
C00227,C00065,0.3047
C00010,C00065,0.0628
C00158,C00065,0.2519
C00451,C00065,0.2681
C00026,C00065,0.2467
C00042,C00065,0.2959
C00122,C00065,0.2867
C00149,C00065,0.3472
C00036,C00065,0.3293
C00048,C00065,0.3907
C00003,C00065,0.0523
C00006,C00065,0.0511
C00020,C00065,0.1104
C00008,C00065,0.0897
C00002,C00065,0.0747
C00144,C00065,0.1125
C00035,C00065,0.0907
C00044,C00065,0.0747
C00055,C00065,0.0962
C00112,C00065,0.0781
C00063,C00065,0.0652
C00105,C00065,0.0949
C00015,C00065,0.0777
C00075,C00065,0.0649
C00130,C00065,0.1544
C00575,C00065,0.1263
C00942,C00065,0.1294
C00119,C00065,0.1428
C00166,C00065,0.136
C00352,C00065,0.2444
C03878,C00065,0.1852
C00864,C00065,0.1288
C00155,C00065,0.2643
C00037,C00065,0.4609
C00092,C00073,0.2062
C05345,C00073,0.1956
C00354,C00073,0.1547
C00111,C00073,0.2292
C00029,C00073,0.0575
C01159,C00073,0.2258
C00197,C00073,0.2361
C00631,C00073,0.2449
C00074,C00073,0.2717
C00022,C00073,0.1887
C00345,C00073,0.1806
C00199,C00073,0.1909
C00117,C00073,0.206
C00279,C00073,0.2335
C04442,C00073,0.1746
C00227,C00073,0.2607
C00010,C00073,0.0762
C00158,C00073,0.2897
C00451,C00073,0.3175
C00026,C00073,0.3046
C00042,C00073,0.2796
C00122,C00073,0.276
C00149,C00073,0.2775
C00036,C00073,0.2852
C00048,C00073,0.1943
C00003,C00073,0.0583
C00006,C00073,0.0567
C00020,C00073,0.1043
C00008,C00073,0.0871
C00002,C00073,0.0736
C00144,C00073,0.1065
C00035,C00073,0.0877
C00044,C00073,0.0741
C00055,C00073,0.1051
C00112,C00073,0.0841
C00063,C00073,0.0704
C00105,C00073,0.1041
C00015,C00073,0.0847
C00075,C00073,0.0701
C00130,C00073,0.1385
C00575,C00073,0.1133
C00942,C00073,0.1195
C00119,C00073,0.1331
C00166,C00073,0.1581
C00352,C00073,0.2059
C03878,C00073,0.2442
C00864,C00073,0.1814
C00155,C00073,0.3406
C00037,C00073,0.2
C00065,C00073,0.2121
C00092,C00049,0.2546
C05345,C00049,0.2308
C00354,C00049,0.1703
C00111,C00049,0.2918
C00029,C00049,0.058
C01159,C00049,0.3097
C00197,C00049,0.3436
C00631,C00049,0.3357
C00074,C00049,0.5126
C00022,C00049,0.246
C00345,C00049,0.1972
C00199,C00049,0.2203
C00117,C00049,0.2515
C00279,C00049,0.3076
C04442,C00049,0.1918
C00227,C00049,0.307
C00010,C00049,0.0697
C00158,C00049,0.4029
C00451,C00049,0.4101
C00026,C00049,0.3592
C00042,C00049,0.4171
C00122,C00049,0.3993
C00149,C00049,0.9188
C00036,C00049,0.6594
C00048,C00049,0.2471
C00003,C00049,0.0561
C00006,C00049,0.0543
C00020,C00049,0.1077
C00008,C00049,0.0883
C00002,C00049,0.0744
C00144,C00049,0.1124
C00035,C00049,0.0912
C00044,C00049,0.076
C00055,C00049,0.1064
C00112,C00049,0.0846
C00063,C00049,0.0703
C00105,C00049,0.1067
C00015,C00049,0.085
C00075,C00049,0.0701
C00130,C00049,0.1563
C00575,C00049,0.126
C00942,C00049,0.1317
C00119,C00049,0.1387
C00166,C00049,0.148
C00352,C00049,0.2528
C03878,C00049,0.2207
C00864,C00049,0.1599
C00155,C00049,0.3759
C00037,C00049,0.2723
C00065,C00049,0.3405
C00073,C00049,0.2795
C00092,C00169,0.2513
C05345,C00169,0.2344
C00354,C00169,0.1717
C00111,C00169,0.2935
C00029,C00169,0.054
C01159,C00169,0.3005
C00197,C00169,0.3649
C00631,C00169,0.3793
C00074,C00169,0.3471
C00022,C00169,0.2622
C00345,C00169,0.1952
C00199,C00169,0.2232
C00117,C00169,0.2559
C00279,C00169,0.3114
C04442,C00169,0.1539
C00227,C00169,0.3622
C00010,C00169,0.0633
C00158,C00169,0.2703
C00451,C00169,0.263
C00026,C00169,0.2447
C00042,C00169,0.2942
C00122,C00169,0.2851
C00149,C00169,0.3802
C00036,C00169,0.3367
C00048,C00169,0.3325
C00003,C00169,0.0528
C00006,C00169,0.0512
C00020,C00169,0.1083
C00008,C00169,0.0887
C00002,C00169,0.0741
C00144,C00169,0.1128
C00035,C00169,0.0915
C00044,C00169,0.0756
C00055,C00169,0.0949
C00112,C00169,0.0773
C00063,C00169,0.0649
C00105,C00169,0.0941
C00015,C00169,0.077
C00075,C00169,0.0646
C00130,C00169,0.159
C00575,C00169,0.1301
C00942,C00169,0.1328
C00119,C00169,0.1432
C00166,C00169,0.1358
C00352,C00169,0.2572
C03878,C00169,0.1853
C00864,C00169,0.133
C00155,C00169,0.2628
C00037,C00169,0.385
C00065,C00169,0.4818
C00073,C00169,0.209
C00049,C00169,0.3726
C00092,C00051,0.1414
C05345,C00051,0.1471
C00354,C00051,0.1885
C00111,C00051,0.1221
C00029,C00051,0.0764
C01159,C00051,0.1293
C00197,C00051,0.1252
C00631,C00051,0.1123
C00074,C00051,0.1265
C00022,C00051,0.0988
C00345,C00051,0.1552
C00199,C00051,0.149
C00117,C00051,0.1414
C00279,C00051,0.1254
C04442,C00051,0.2255
C00227,C00051,0.1099
C00010,C00051,0.1113
C00158,C00051,0.1402
C00451,C00051,0.1341
C00026,C00051,0.1355
C00042,C00051,0.1245
C00122,C00051,0.1229
C00149,C00051,0.1183
C00036,C00051,0.1215
C00048,C00051,0.0949
C00003,C00051,0.0761
C00006,C00051,0.0738
C00020,C00051,0.1375
C00008,C00051,0.1228
C00002,C00051,0.0989
C00144,C00051,0.1362
C00035,C00051,0.1242
C00044,C00051,0.0993
C00055,C00051,0.1622
C00112,C00051,0.1419
C00063,C00051,0.1093
C00105,C00051,0.155
C00015,C00051,0.1377
C00075,C00051,0.108
C00130,C00051,0.1132
C00575,C00051,0.1359
C00942,C00051,0.1293
C00119,C00051,0.2343
C00166,C00051,0.1098
C00352,C00051,0.1417
C03878,C00051,0.1402
C00864,C00051,0.2231
C00155,C00051,0.1236
C00037,C00051,0.0966
C00065,C00051,0.103
C00073,C00051,0.1295
C00049,C00051,0.1191
C00169,C00051,0.1051
C00092,C00127,0.1223
C05345,C00127,0.1249
C00354,C00127,0.1479
C00111,C00127,0.1055
C00029,C00127,0.0819
C01159,C00127,0.113
C00197,C00127,0.1095
C00631,C00127,0.1009
C00074,C00127,0.1118
C00022,C00127,0.0883
C00345,C00127,0.1303
C00199,C00127,0.1255
C00117,C00127,0.1188
C00279,C00127,0.1096
C04442,C00127,0.1717
C00227,C00127,0.0966
C00010,C00127,0.1127
C00158,C00127,0.121
C00451,C00127,0.1177
C00026,C00127,0.1172
C00042,C00127,0.1082
C00122,C00127,0.107
C00149,C00127,0.1055
C00036,C00127,0.1065
C00048,C00127,0.0852
C00003,C00127,0.0832
C00006,C00127,0.0812
C00020,C00127,0.1172
C00008,C00127,0.1165
C00002,C00127,0.1022
C00144,C00127,0.1193
C00035,C00127,0.1208
C00044,C00127,0.1044
C00055,C00127,0.1372
C00112,C00127,0.1346
C00063,C00127,0.1153
C00105,C00127,0.1319
C00015,C00127,0.1318
C00075,C00127,0.113
C00130,C00127,0.1002
C00575,C00127,0.1139
C00942,C00127,0.1118
C00119,C00127,0.1739
C00166,C00127,0.0983
C00352,C00127,0.1218
C03878,C00127,0.1162
C00864,C00127,0.1684
C00155,C00127,0.108
C00037,C00127,0.0865
C00065,C00127,0.0925
C00073,C00127,0.1132
C00049,C00127,0.106
C00169,C00127,0.0942
C00051,C00127,0.2898
C00092,C00004,0.0667
C05345,C00004,0.0664
C00354,C00004,0.0732
C00111,C00004,0.0614
C00029,C00004,0.1511
C01159,C00004,0.0624
C00197,C00004,0.0615
C00631,C00004,0.0583
C00074,C00004,0.0614
C00022,C00004,0.0529
C00345,C00004,0.069
C00199,C00004,0.0666
C00117,C00004,0.0635
C00279,C00004,0.0614
C04442,C00004,0.0723
C00227,C00004,0.0575
C00010,C00004,0.1139
C00158,C00004,0.062
C00451,C00004,0.0627
C00026,C00004,0.0641
C00042,C00004,0.0599
C00122,C00004,0.0595
C00149,C00004,0.0601
C00036,C00004,0.0605
C00048,C00004,0.0529
C00003,C00004,0.2527
C00006,C00004,0.2046
C00020,C00004,0.0916
C00008,C00004,0.1121
C00002,C00004,0.1301
C00144,C00004,0.0924
C00035,C00004,0.1168
C00044,C00004,0.1394
C00055,C00004,0.0883
C00112,C00004,0.1089
C00063,C00004,0.1307
C00105,C00004,0.0867
C00015,C00004,0.108
C00075,C00004,0.132
C00130,C00004,0.0756
C00575,C00004,0.0767
C00942,C00004,0.0852
C00119,C00004,0.0776
C00166,C00004,0.0662
C00352,C00004,0.0656
C03878,C00004,0.0661
C00864,C00004,0.0699
C00155,C00004,0.0624
C00037,C00004,0.0534
C00065,C00004,0.0559
C00073,C00004,0.0628
C00049,C00004,0.0602
C00169,C00004,0.0565
C00051,C00004,0.0838
C00127,C00004,0.0929
C00092,C00005,0.0618
C05345,C00005,0.0617
C00354,C00005,0.0674
C00111,C00005,0.0572
C00029,C00005,0.1691
C01159,C00005,0.0587
C00197,C00005,0.0574
C00631,C00005,0.0548
C00074,C00005,0.0571
C00022,C00005,0.05
C00345,C00005,0.0637
C00199,C00005,0.0618
C00117,C00005,0.0596
C00279,C00005,0.0573
C04442,C00005,0.0671
C00227,C00005,0.054
C00010,C00005,0.1106
C00158,C00005,0.0579
C00451,C00005,0.0589
C00026,C00005,0.0599
C00042,C00005,0.0562
C00122,C00005,0.0559
C00149,C00005,0.0561
C00036,C00005,0.0567
C00048,C00005,0.05
C00003,C00005,0.2149
C00006,C00005,0.2651
C00020,C00005,0.0839
C00008,C00005,0.1028
C00002,C00005,0.121
C00144,C00005,0.0839
C00035,C00005,0.1042
C00044,C00005,0.125
C00055,C00005,0.0807
C00112,C00005,0.0983
C00063,C00005,0.1184
C00105,C00005,0.0793
C00015,C00005,0.0964
C00075,C00005,0.1165
C00130,C00005,0.0688
C00575,C00005,0.0753
C00942,C00005,0.0777
C00119,C00005,0.0721
C00166,C00005,0.0614
C00352,C00005,0.061
C03878,C00005,0.0619
C00864,C00005,0.0646
C00155,C00005,0.0581
C00037,C00005,0.0505
C00065,C00005,0.0528
C00073,C00005,0.0586
C00049,C00005,0.0563
C00169,C00005,0.0529
C00051,C00005,0.0771
C00127,C00005,0.0854
C00004,C00005,0.3201
C00092,C00016,0.0545
C05345,C00016,0.0539
C00354,C00016,0.0584
C00111,C00016,0.0511
C00029,C00016,0.1253
C01159,C00016,0.0521
C00197,C00016,0.0513
C00631,C00016,0.0493
C00074,C00016,0.0518
C00022,C00016,0.046
C00345,C00016,0.0567
C00199,C00016,0.0547
C00117,C00016,0.0524
C00279,C00016,0.0515
C04442,C00016,0.0613
C00227,C00016,0.0483
C00010,C00016,0.0944
C00158,C00016,0.0526
C00451,C00016,0.0528
C00026,C00016,0.0533
C00042,C00016,0.051
C00122,C00016,0.051
C00149,C00016,0.0508
C00036,C00016,0.051
C00048,C00016,0.0452
C00003,C00016,0.1608
C00006,C00016,0.1628
C00020,C00016,0.07
C00008,C00016,0.0809
C00002,C00016,0.0916
C00144,C00016,0.0712
C00035,C00016,0.0825
C00044,C00016,0.0942
C00055,C00016,0.0743
C00112,C00016,0.0853
C00063,C00016,0.0947
C00105,C00016,0.0757
C00015,C00016,0.0854
C00075,C00016,0.0954
C00130,C00016,0.0609
C00575,C00016,0.0661
C00942,C00016,0.0666
C00119,C00016,0.0615
C00166,C00016,0.0568
C00352,C00016,0.0534
C03878,C00016,0.0546
C00864,C00016,0.0602
C00155,C00016,0.0517
C00037,C00016,0.0456
C00065,C00016,0.0467
C00073,C00016,0.0521
C00049,C00016,0.0509
C00169,C00016,0.0473
C00051,C00016,0.0717
C00127,C00016,0.0779
C00004,C00016,0.1216
C00005,C00016,0.1286
C00092,C00043,0.0739
C05345,C00043,0.0735
C00354,C00043,0.082
C00111,C00043,0.0684
C00029,C00043,0.0931
C01159,C00043,0.0708
C00197,C00043,0.0683
C00631,C00043,0.0648
C00074,C00043,0.0689
C00022,C00043,0.0599
C00345,C00043,0.0784
C00199,C00043,0.0748
C00117,C00043,0.0712
C00279,C00043,0.069
C04442,C00043,0.0893
C00227,C00043,0.0635
C00010,C00043,0.1597
C00158,C00043,0.071
C00451,C00043,0.0718
C00026,C00043,0.0724
C00042,C00043,0.0686
C00122,C00043,0.0683
C00149,C00043,0.0672
C00036,C00043,0.0682
C00048,C00043,0.0585
C00003,C00043,0.1052
C00006,C00043,0.0995
C00020,C00043,0.1044
C00008,C00043,0.133
C00002,C00043,0.1465
C00144,C00043,0.1047
C00035,C00043,0.1363
C00044,C00043,0.1453
C00055,C00043,0.1217
C00112,C00043,0.1786
C00063,C00043,0.233
C00105,C00043,0.1259
C00015,C00043,0.1845
C00075,C00043,0.2406
C00130,C00043,0.0835
C00575,C00043,0.0861
C00942,C00043,0.0947
C00119,C00043,0.0897
C00166,C00043,0.0795
C00352,C00043,0.0721
C03878,C00043,0.0733
C00864,C00043,0.0885
C00155,C00043,0.0692
C00037,C00043,0.0591
C00065,C00043,0.061
C00073,C00043,0.0711
C00049,C00043,0.0674
C00169,C00043,0.0613
C00051,C00043,0.1124
C00127,C00043,0.1251
C00004,C00043,0.1364
C00005,C00043,0.1157
C00016,C00043,0.0981
C00092,C00118,0.3268
C05345,C00118,0.3247
C00354,C00118,0.2287
C00111,C00118,0.5553
C00029,C00118,0.0581
C01159,C00118,0.3428
C00197,C00118,0.3688
C00631,C00118,0.3903
C00074,C00118,0.2592
C00022,C00118,0.1931
C00345,C00118,0.2838
C00199,C00118,0.3168
C00117,C00118,0.3281
C00279,C00118,0.3547
C04442,C00118,0.1823
C00227,C00118,0.225
C00010,C00118,0.0723
C00158,C00118,0.2641
C00451,C00118,0.2619
C00026,C00118,0.2545
C00042,C00118,0.2618
C00122,C00118,0.2629
C00149,C00118,0.2792
C00036,C00118,0.2659
C00048,C00118,0.2473
C00003,C00118,0.0559
C00006,C00118,0.054
C00020,C00118,0.1338
C00008,C00118,0.1032
C00002,C00118,0.086
C00144,C00118,0.1371
C00035,C00118,0.105
C00044,C00118,0.0861
C00055,C00118,0.1134
C00112,C00118,0.0879
C00063,C00118,0.0725
C00105,C00118,0.1117
C00015,C00118,0.0884
C00075,C00118,0.0725
C00130,C00118,0.1968
C00575,C00118,0.1518
C00942,C00118,0.1588
C00119,C00118,0.1791
C00166,C00118,0.1432
C00352,C00118,0.3329
C03878,C00118,0.2457
C00864,C00118,0.1672
C00155,C00118,0.2654
C00037,C00118,0.2578
C00065,C00118,0.3161
C00073,C00118,0.2515
C00049,C00118,0.2791
C00169,C00118,0.3186
C00051,C00118,0.1172
C00127,C00118,0.1016
C00004,C00118,0.0601
C00005,C00118,0.0561
C00016,C00118,0.0501
C00043,C00118,0.0664
C00092,C00315,0.1955
C05345,C00315,0.1969
C00354,C00315,0.2146
C00111,C00315,0.1612
C00029,C00315,0.0705
C01159,C00315,0.167
C00197,C00315,0.1599
C00631,C00315,0.1389
C00074,C00315,0.165
C00022,C00315,0.1164
C00345,C00315,0.202
C00199,C00315,0.2009
C00117,C00315,0.1813
C00279,C00315,0.1591
C04442,C00315,0.2565
C00227,C00315,0.1326
C00010,C00315,0.0995
C00158,C00315,0.1784
C00451,C00315,0.1755
C00026,C00315,0.1814
C00042,C00315,0.1543
C00122,C00315,0.1518
C00149,C00315,0.1545
C00036,C00315,0.1553
C00048,C00315,0.1111
C00003,C00315,0.0708
C00006,C00315,0.0679
C00020,C00315,0.1324
C00008,C00315,0.1093
C00002,C00315,0.0886
C00144,C00315,0.1356
C00035,C00315,0.1135
C00044,C00315,0.0906
C00055,C00315,0.1428
C00112,C00315,0.1121
C00063,C00315,0.0897
C00105,C00315,0.1346
C00015,C00315,0.1111
C00075,C00315,0.0889
C00130,C00315,0.1377
C00575,C00315,0.15
C00942,C00315,0.1467
C00119,C00315,0.1787
C00166,C00315,0.1231
C00352,C00315,0.1909
C03878,C00315,0.163
C00864,C00315,0.2866
C00155,C00315,0.1647
C00037,C00315,0.1134
C00065,C00315,0.1251
C00073,C00315,0.1675
C00049,C00315,0.1561
C00169,C00315,0.1294
C00051,C00315,0.2524
C00127,C00315,0.1866
C00004,C00315,0.0774
C00005,C00315,0.0711
C00016,C00315,0.064
C00043,C00315,0.0952
C00118,C00315,0.1525
C00092,C01228,0.1848
C05345,C01228,0.1815
C00354,C01228,0.2014
C00111,C01228,0.1503
C00029,C01228,0.0816
C01159,C01228,0.1602
C00197,C01228,0.1511
C00631,C01228,0.1418
C00074,C01228,0.1208
C00022,C01228,0.1012
C00345,C01228,0.1963
C00199,C01228,0.1778
C00117,C01228,0.1636
C00279,C01228,0.1601
C04442,C01228,0.1475
C00227,C01228,0.1075
C00010,C01228,0.1038
C00158,C01228,0.1265
C00451,C01228,0.1275
C00026,C01228,0.1272
C00042,C01228,0.1217
C00122,C01228,0.121
C00149,C01228,0.1239
C00036,C01228,0.1225
C00048,C01228,0.1117
C00003,C01228,0.0777
C00006,C01228,0.0749
C00020,C01228,0.2019
C00008,C01228,0.1582
C00002,C01228,0.123
C00144,C01228,0.2251
C00035,C01228,0.1713
C00044,C01228,0.1262
C00055,C01228,0.1564
C00112,C01228,0.1271
C00063,C01228,0.0991
C00105,C01228,0.1605
C00015,C01228,0.1289
C00075,C01228,0.0996
C00130,C01228,0.2263
C00575,C01228,0.322
C00942,C01228,0.2857
C00119,C01228,0.1758
C00166,C01228,0.1251
C00352,C01228,0.1779
C03878,C01228,0.1264
C00864,C01228,0.1282
C00155,C01228,0.1156
C00037,C01228,0.114
C00065,C01228,0.1204
C00073,C01228,0.1146
C00049,C01228,0.1243
C00169,C01228,0.1247
C00051,C01228,0.1207
C00127,C01228,0.1095
C00004,C01228,0.0778
C00005,C01228,0.0758
C00016,C01228,0.0681
C00043,C01228,0.0887
C00118,C01228,0.1472
C00315,C01228,0.1262
C00092,C00417,0.2382
C05345,C00417,0.2455
C00354,C00417,0.1765
C00111,C00417,0.2435
C00029,C00417,0.0582
C01159,C00417,0.2855
C00197,C00417,0.267
C00631,C00417,0.2652
C00074,C00417,0.2718
C00022,C00417,0.1955
C00345,C00417,0.2095
C00199,C00417,0.2242
C00117,C00417,0.2717
C00279,C00417,0.318
C04442,C00417,0.2063
C00227,C00417,0.2015
C00010,C00417,0.076
C00158,C00417,0.3569
C00451,C00417,0.397
C00026,C00417,0.3324
C00042,C00417,0.3271
C00122,C00417,0.329
C00149,C00417,0.2993
C00036,C00417,0.2977
C00048,C00417,0.1923
C00003,C00417,0.0582
C00006,C00417,0.0568
C00020,C00417,0.1117
C00008,C00417,0.0912
C00002,C00417,0.0772
C00144,C00417,0.1132
C00035,C00417,0.0913
C00044,C00417,0.0763
C00055,C00417,0.1152
C00112,C00417,0.0904
C00063,C00417,0.0743
C00105,C00417,0.1182
C00015,C00417,0.0919
C00075,C00417,0.0747
C00130,C00417,0.1576
C00575,C00417,0.13
C00942,C00417,0.1298
C00119,C00417,0.1483
C00166,C00417,0.1688
C00352,C00417,0.2474
C03878,C00417,0.2447
C00864,C00417,0.2046
C00155,C00417,0.2877
C00037,C00417,0.1996
C00065,C00417,0.2281
C00073,C00417,0.2673
C00049,C00417,0.302
C00169,C00417,0.2139
C00051,C00417,0.1374
C00127,C00417,0.1213
C00004,C00417,0.0626
C00005,C00417,0.0588
C00016,C00417,0.0538
C00043,C00417,0.0725
C00118,C00417,0.2425
C00315,C00417,0.1772
C01228,C00417,0.1287
C00092,C00024,0.0649
C05345,C00024,0.065
C00354,C00024,0.0721
C00111,C00024,0.0609
C00029,C00024,0.1252
C01159,C00024,0.0609
C00197,C00024,0.0596
C00631,C00024,0.0568
C00074,C00024,0.0603
C00022,C00024,0.0527
C00345,C00024,0.0674
C00199,C00024,0.0652
C00117,C00024,0.0626
C00279,C00024,0.0598
C04442,C00024,0.075
C00227,C00024,0.0555
C00010,C00024,0.1944
C00158,C00024,0.0624
C00451,C00024,0.0621
C00026,C00024,0.0627
C00042,C00024,0.0592
C00122,C00024,0.0591
C00149,C00024,0.0589
C00036,C00024,0.0591
C00048,C00024,0.0516
C00003,C00024,0.1293
C00006,C00024,0.1379
C00020,C00024,0.0898
C00008,C00024,0.0978
C00002,C00024,0.1007
C00144,C00024,0.0926
C00035,C00024,0.1034
C00044,C00024,0.106
C00055,C00024,0.0981
C00112,C00024,0.1091
C00063,C00024,0.1162
C00105,C00024,0.0966
C00015,C00024,0.1084
C00075,C00024,0.1159
C00130,C00024,0.0751
C00575,C00024,0.0816
C00942,C00024,0.0837
C00119,C00024,0.0747
C00166,C00024,0.0688
C00352,C00024,0.0642
C03878,C00024,0.0648
C00864,C00024,0.0781
C00155,C00024,0.062
C00037,C00024,0.0521
C00065,C00024,0.0543
C00073,C00024,0.0629
C00049,C00024,0.0591
C00169,C00024,0.0548
C00051,C00024,0.0918
C00127,C00024,0.0968
C00004,C00024,0.1302
C00005,C00024,0.1337
C00016,C00024,0.1229
C00043,C00024,0.1432
C00118,C00024,0.0597
C00315,C00024,0.0817
C01228,C00024,0.0847
C00417,C00024,0.062
C00092,C00364,0.1172
C05345,C00364,0.118
C00354,C00364,0.1342
C00111,C00364,0.107
C00029,C00364,0.074
C01159,C00364,0.1102
C00197,C00364,0.104
C00631,C00364,0.0962
C00074,C00364,0.1045
C00022,C00364,0.0861
C00345,C00364,0.1253
C00199,C00364,0.1173
C00117,C00364,0.1133
C00279,C00364,0.1069
C04442,C00364,0.1656
C00227,C00364,0.0917
C00010,C00364,0.1331
C00158,C00364,0.1123
C00451,C00364,0.1118
C00026,C00364,0.114
C00042,C00364,0.1051
C00122,C00364,0.1039
C00149,C00364,0.1013
C00036,C00364,0.1031
C00048,C00364,0.0832
C00003,C00364,0.0829
C00006,C00364,0.08
C00020,C00364,0.2085
C00008,C00364,0.147
C00002,C00364,0.1144
C00144,C00364,0.1974
C00035,C00364,0.1457
C00044,C00364,0.1139
C00055,C00364,0.3373
C00112,C00364,0.2004
C00063,C00364,0.1346
C00105,C00364,0.3398
C00015,C00364,0.1993
C00075,C00364,0.1336
C00130,C00364,0.1514
C00575,C00364,0.1517
C00942,C00364,0.1739
C00119,C00364,0.136
C00166,C00364,0.1441
C00352,C00364,0.1152
C03878,C00364,0.1104
C00864,C00364,0.1682
C00155,C00364,0.1078
C00037,C00364,0.0844
C00065,C00364,0.088
C00073,C00364,0.1078
C00049,C00364,0.1018
C00169,C00364,0.0887
C00051,C00364,0.1668
C00127,C00364,0.1529
C00004,C00364,0.0909
C00005,C00364,0.0828
C00016,C00364,0.0776
C00043,C00364,0.1315
C00118,C00364,0.0996
C00315,C00364,0.1454
C01228,C00364,0.1407
C00417,C00364,0.1191
C00024,C00364,0.1041
C00092,C00459,0.0735
C05345,C00459,0.0756
C00354,C00459,0.0842
